QUANTIDADE,IDX_PRODUTO,SEMANA
1.0,       12340,2022-12-12
1.0,       12340,2022-12-12
1.0,       12340,2022-12-12
1.0,       12340,2022-12-12
-1.0,       12340,2022-12-12
1.0,       12340,2022-12-12
1.0,       12340,2022-12-12
1.0,       12340,2022-12-12
1.0,       12340,2022-12-12
1.0,       12340,2022-12-12
1.0,       12340,2022-12-12
-1.0,       12340,2022-12-12
1.0,       12340,2022-12-12
-1.0,       12355,2022-12-12
2.0,       12355,2022-12-12
-50.0,       12355,2022-12-12
-10.0,       12365,2022-12-12
-0.1,       12380,2022-12-12
1.0,       12387,2022-12-12
1.0,       12387,2022-12-12
1.0,       12387,2022-12-12
1.0,       12387,2022-12-12
1.0,       12387,2022-12-12
1.0,       12387,2022-12-12
1.0,       12387,2022-12-12
1.0,       12387,2022-12-12
1.0,       12387,2022-12-12
1.0,       12387,2022-12-12
1.0,       12387,2022-12-12
1.0,       12387,2022-12-12
1.0,       12387,2022-12-12
-1.0,       12394,2022-12-12
-1.0,       12394,2022-12-12
-1.0,       12401,2022-12-12
50.0,       12404,2022-12-12
2.0,       12408,2022-12-12
2.0,       12409,2022-12-12
1.0,       12479,2022-12-12
2.0,       12504,2022-12-12
7.0,       12552,2022-12-12
-7.0,       12552,2022-12-12
-9.0,       12562,2022-12-12
2.0,       12581,2022-12-12
10.0,       12610,2022-12-12
55.0,       12626,2022-12-12
5.0,       12626,2022-12-12
650.0,       12638,2022-12-12
300.0,       12638,2022-12-12
800.0,       12638,2022-12-12
-12.0,       12638,2022-12-12
180.0,       12638,2022-12-12
100.0,       12638,2022-12-12
0.1,       12712,2022-12-12
1.0,       12712,2022-12-12
11.3,       12712,2022-12-12
32.0,       12825,2022-12-12
5.0,       13275,2022-12-12
-162.0,       13285,2022-12-12
-1.0,       13285,2022-12-12
8.0,       13345,2022-12-12
50.0,       13345,2022-12-12
30.0,       13345,2022-12-12
-15.0,       13345,2022-12-12
-4.0,       13345,2022-12-12
-32.0,       13345,2022-12-12
45.0,       13345,2022-12-12
2.0,       13662,2022-12-12
-65.0,       13662,2022-12-12
-0.8,       13785,2022-12-12
3.0,       13790,2022-12-12
0.1,       13796,2022-12-12
1.0,       13887,2022-12-12
1.0,       13887,2022-12-12
1.0,       13887,2022-12-12
-7.0,       14069,2022-12-12
2.0,       14126,2022-12-12
-0.1,       14158,2022-12-12
20.0,       14309,2022-12-12
-11.5,       14381,2022-12-12
11.5,       14381,2022-12-12
0.1,       14447,2022-12-12
-9.0,       14479,2022-12-12
0.1,       14501,2022-12-12
0.13,       14501,2022-12-12
-0.7,       14501,2022-12-12
0.1,       14501,2022-12-12
-0.1,       14501,2022-12-12
0.1,       14501,2022-12-12
-0.8,       14501,2022-12-12
-1.2,       14501,2022-12-12
0.3,       14501,2022-12-12
-0.1,       14520,2022-12-12
-0.3,       14525,2022-12-12
-1.0,       14525,2022-12-12
-1.0,       14525,2022-12-12
-12.5,       14528,2022-12-12
9.0,       14539,2022-12-12
-0.1,       14539,2022-12-12
-0.15,       14539,2022-12-12
2.0,       14539,2022-12-12
-13.0,       14539,2022-12-12
0.3,       14539,2022-12-12
-0.6,       14560,2022-12-12
0.05,       14560,2022-12-12
0.2,       14560,2022-12-12
-0.1,       14560,2022-12-12
-0.45,       14560,2022-12-12
-5.65,       14560,2022-12-12
-0.08,       14560,2022-12-12
-0.08,       14650,2022-12-12
-0.1,       14650,2022-12-12
0.2,       14650,2022-12-12
-0.45,       14650,2022-12-12
0.05,       14650,2022-12-12
0.05,       14697,2022-12-12
0.8,       14697,2022-12-12
0.1,       14697,2022-12-12
-13.0,       14697,2022-12-12
13.0,       14697,2022-12-12
-0.8,       14697,2022-12-12
-0.2,       14697,2022-12-12
0.1,       14755,2022-12-12
-4.0,       14900,2022-12-12
-50.0,       14900,2022-12-12
7.0,       14941,2022-12-12
60.0,       14964,2022-12-12
-5.0,       14964,2022-12-12
2.0,       14964,2022-12-12
-7.0,       14974,2022-12-12
-1.2,       14983,2022-12-12
-0.6,       14983,2022-12-12
-10.0,       14994,2022-12-12
-0.25,       15028,2022-12-12
0.1,       15028,2022-12-12
1.5,       15028,2022-12-12
-0.7,       15028,2022-12-12
-0.1,       15028,2022-12-12
0.05,       15161,2022-12-12
0.1,       15182,2022-12-12
0.2,       15265,2022-12-12
0.5,       15284,2022-12-12
-3.8,       15284,2022-12-12
3.8,       15292,2022-12-12
0.2,       15445,2022-12-12
70.0,       15633,2022-12-12
-800.0,       15633,2022-12-12
800.0,       15633,2022-12-12
1.0,       15638,2022-12-12
-5.0,       15982,2022-12-12
5.0,       15982,2022-12-12
-700.0,       16046,2022-12-12
2.0,       16054,2022-12-12
70.0,       16054,2022-12-12
20.0,       16153,2022-12-12
-5.0,       16165,2022-12-12
-120.0,       16165,2022-12-12
0.3,       16219,2022-12-12
-0.1,       16219,2022-12-12
12.3,       16220,2022-12-12
-12.5,       16220,2022-12-12
-0.8,       16224,2022-12-12
0.8,       16227,2022-12-12
1.0,       16228,2022-12-12
0.1,       16233,2022-12-12
0.1,       16235,2022-12-12
-2.0,       16247,2022-12-12
0.4,       16256,2022-12-12
2.0,         349,2022-12-19
0.1,         791,2022-12-19
-0.15,         791,2022-12-19
-0.15,         802,2022-12-19
0.2,         802,2022-12-19
-0.35,         826,2022-12-19
0.2,         831,2022-12-19
-0.15,         831,2022-12-19
0.2,         831,2022-12-19
-0.15,         832,2022-12-19
0.2,         832,2022-12-19
0.17,         834,2022-12-19
0.2,         844,2022-12-19
2.0,         873,2022-12-19
2.0,         873,2022-12-19
0.03,        1226,2022-12-19
0.1,        1256,2022-12-19
0.02,        1351,2022-12-19
3.0,        1365,2022-12-19
6.0,        1365,2022-12-19
-10.0,        1365,2022-12-19
3.0,        1365,2022-12-19
-5.0,        1365,2022-12-19
4.0,        1365,2022-12-19
-1.0,        1431,2022-12-19
1.0,        1431,2022-12-19
1.0,        1431,2022-12-19
1.0,        1431,2022-12-19
-1.0,        1431,2022-12-19
2.0,        1431,2022-12-19
10.0,        1449,2022-12-19
10.0,        1521,2022-12-19
10.0,        1536,2022-12-19
-0.1,        1681,2022-12-19
0.1,        1684,2022-12-19
0.1,        1686,2022-12-19
0.1,        1694,2022-12-19
-0.1,        1720,2022-12-19
-0.15,        1756,2022-12-19
1.0,        1859,2022-12-19
1.0,        1883,2022-12-19
-1.0,        1883,2022-12-19
1.0,        1883,2022-12-19
-1.0,        1883,2022-12-19
1.0,        1883,2022-12-19
1.0,        1883,2022-12-19
0.1,        1937,2022-12-19
10.0,        1972,2022-12-19
8.0,        1972,2022-12-19
0.1,        1986,2022-12-19
0.15,        2081,2022-12-19
0.18,        2156,2022-12-19
0.12,        2156,2022-12-19
0.12,        2157,2022-12-19
0.12,        2163,2022-12-19
0.05,        2227,2022-12-19
0.1,        2337,2022-12-19
32.0,        2641,2022-12-19
11.0,        2641,2022-12-19
-2.0,        3386,2022-12-19
1.0,        3593,2022-12-19
1.0,        3593,2022-12-19
1.0,        3593,2022-12-19
-1.0,        3593,2022-12-19
1.0,        3593,2022-12-19
0.1,        4333,2022-12-19
0.12,        4368,2022-12-19
-0.1,        4368,2022-12-19
-1.0,        4578,2022-12-19
9.0,        4578,2022-12-19
-1.0,        4578,2022-12-19
-2.0,        4579,2022-12-19
0.15,        4949,2022-12-19
0.12,        5021,2022-12-19
1.0,        5270,2022-12-19
1.0,        5432,2022-12-19
2.0,        5432,2022-12-19
2.0,        5432,2022-12-19
1.0,        5595,2022-12-19
8.0,        5766,2022-12-19
10.0,        5766,2022-12-19
0.17,        5888,2022-12-19
0.2,        5888,2022-12-19
2.0,        6357,2022-12-19
1.0,        6357,2022-12-19
-1.0,        6438,2022-12-19
1.0,        6438,2022-12-19
5.0,        6643,2022-12-19
-1.0,        6643,2022-12-19
1.0,        6643,2022-12-19
-3.0,        6643,2022-12-19
0.17,        6679,2022-12-19
0.12,        6679,2022-12-19
-0.1,        6830,2022-12-19
0.1,        6830,2022-12-19
0.15,        6830,2022-12-19
3.0,        9019,2022-12-19
2.0,        9019,2022-12-19
-2.0,        9019,2022-12-19
1.0,        9066,2022-12-19
-1.0,        9066,2022-12-19
0.17,        9578,2022-12-19
0.12,        9578,2022-12-19
1.0,       10186,2022-12-19
-0.15,       10207,2022-12-19
10.0,       10234,2022-12-19
30.0,       10247,2022-12-19
200.0,       10247,2022-12-19
8.0,       10266,2022-12-19
5.0,       10268,2022-12-19
1.0,       10357,2022-12-19
1.0,       10359,2022-12-19
1.0,       10383,2022-12-19
1.0,       10393,2022-12-19
3.0,       10393,2022-12-19
3.0,       10403,2022-12-19
-2.0,       10405,2022-12-19
2.0,       10405,2022-12-19
2.0,       10405,2022-12-19
5.0,       10405,2022-12-19
-1.0,       10409,2022-12-19
2.0,       10409,2022-12-19
1.0,       10409,2022-12-19
1.0,       10414,2022-12-19
1.0,       10419,2022-12-19
-3.0,       10420,2022-12-19
-2.0,       10429,2022-12-19
1.0,       10429,2022-12-19
1.0,       10429,2022-12-19
-3.0,       10433,2022-12-19
3.0,       10434,2022-12-19
3.0,       10435,2022-12-19
-3.0,       10439,2022-12-19
1.0,       10439,2022-12-19
2.0,       10443,2022-12-19
-1.0,       10443,2022-12-19
1.0,       10443,2022-12-19
-4.0,       10443,2022-12-19
-3.0,       10452,2022-12-19
1.0,       10457,2022-12-19
2.0,       10467,2022-12-19
-5.0,       10469,2022-12-19
-2.0,       10469,2022-12-19
1.0,       10481,2022-12-19
1.0,       10497,2022-12-19
1.0,       10498,2022-12-19
1.0,       10498,2022-12-19
-5.0,       10517,2022-12-19
3.0,       10521,2022-12-19
2.0,       10521,2022-12-19
-2.0,       10521,2022-12-19
1.0,       10536,2022-12-19
1.0,       10545,2022-12-19
1.0,       10562,2022-12-19
1.0,       10566,2022-12-19
2.0,       10566,2022-12-19
-1.0,       10566,2022-12-19
1.0,       10566,2022-12-19
1.0,       10663,2022-12-19
4.0,       10663,2022-12-19
1.0,       10663,2022-12-19
-1.0,       11313,2022-12-19
2.0,       11313,2022-12-19
2.0,       11313,2022-12-19
5.0,       11313,2022-12-19
4.0,       11313,2022-12-19
1.0,       11313,2022-12-19
-2.0,       11313,2022-12-19
-1.0,       11336,2022-12-19
1.0,       11336,2022-12-19
1.0,       11336,2022-12-19
1.0,       11336,2022-12-19
1.0,       11528,2022-12-19
-0.15,       11662,2022-12-19
1.0,       11894,2022-12-19
2.0,       11956,2022-12-19
1.0,       11956,2022-12-19
1.0,       11966,2022-12-19
4.0,       11966,2022-12-19
1.0,       11966,2022-12-19
2.0,       11967,2022-12-19
2.0,       11967,2022-12-19
9.0,       11967,2022-12-19
3.0,       11969,2022-12-19
2.0,       11977,2022-12-19
1.0,       12009,2022-12-19
1.0,       12111,2022-12-19
1.0,       12122,2022-12-19
-1.0,       12124,2022-12-19
1.0,       12124,2022-12-19
-1.0,       12125,2022-12-19
1.0,       12132,2022-12-19
0.15,       12152,2022-12-19
-1.0,       12218,2022-12-19
1.0,       12218,2022-12-19
0.1,       12247,2022-12-19
0.15,       12247,2022-12-19
0.1,       12249,2022-12-19
-0.1,       12249,2022-12-19
0.05,       12258,2022-12-19
8.0,       12306,2022-12-19
5.0,       12306,2022-12-19
1.0,       12340,2022-12-19
1.0,       12340,2022-12-19
1.0,       12340,2022-12-19
1.0,       12340,2022-12-19
1.0,       12340,2022-12-19
1.0,       12340,2022-12-19
1.0,       12340,2022-12-19
-2.0,       12355,2022-12-19
2.0,       12355,2022-12-19
2.0,       12355,2022-12-19
1.0,       12387,2022-12-19
1.0,       12387,2022-12-19
1.0,       12387,2022-12-19
1.0,       12387,2022-12-19
1.0,       12387,2022-12-19
1.0,       12387,2022-12-19
1.0,       12387,2022-12-19
1.0,       12387,2022-12-19
1.0,       12387,2022-12-19
1.0,       12387,2022-12-19
1.0,       12394,2022-12-19
4.0,       12457,2022-12-19
2.0,       12461,2022-12-19
-2.0,       12470,2022-12-19
4.0,       12470,2022-12-19
7.0,       12470,2022-12-19
-20.0,       12473,2022-12-19
-2.0,       12473,2022-12-19
1.0,       12479,2022-12-19
-4.0,       12538,2022-12-19
7.0,       12538,2022-12-19
1.0,       12573,2022-12-19
1.0,       12596,2022-12-19
60.0,       12638,2022-12-19
100.0,       12638,2022-12-19
3.0,       12739,2022-12-19
-1.0,       12739,2022-12-19
1.0,       12739,2022-12-19
1.0,       12739,2022-12-19
18.0,       12746,2022-12-19
0.15,       12888,2022-12-19
-0.1,       12888,2022-12-19
0.1,       12888,2022-12-19
-1.0,       13285,2022-12-19
5.0,       13345,2022-12-19
0.1,       13785,2022-12-19
0.15,       13785,2022-12-19
0.1,       13796,2022-12-19
0.1,       13796,2022-12-19
1.0,       13887,2022-12-19
1.0,       13887,2022-12-19
-6.0,       13967,2022-12-19
7.0,       13967,2022-12-19
12.0,       13971,2022-12-19
-0.1,       14151,2022-12-19
0.1,       14350,2022-12-19
-0.15,       14447,2022-12-19
0.1,       14447,2022-12-19
-0.2,       14458,2022-12-19
0.3,       14458,2022-12-19
0.2,       14461,2022-12-19
-2.0,       14470,2022-12-19
-2.0,       14475,2022-12-19
0.19,       14501,2022-12-19
0.05,       14501,2022-12-19
0.1,       14501,2022-12-19
0.1,       14525,2022-12-19
0.12,       14539,2022-12-19
-0.1,       14560,2022-12-19
-0.2,       14570,2022-12-19
0.1,       14650,2022-12-19
0.15,       14670,2022-12-19
0.1,       14697,2022-12-19
0.05,       14697,2022-12-19
0.15,       14697,2022-12-19
0.1,       14755,2022-12-19
-0.02,       14755,2022-12-19
-0.25,       14778,2022-12-19
0.2,       14778,2022-12-19
1.0,       14974,2022-12-19
-2.0,       14974,2022-12-19
0.2,       14995,2022-12-19
-0.1,       15124,2022-12-19
1.0,       15155,2022-12-19
8.0,       15183,2022-12-19
-4.0,       15183,2022-12-19
0.12,       15284,2022-12-19
4.0,       15394,2022-12-19
1.0,       16023,2022-12-19
-0.15,       16219,2022-12-19
0.12,       16234,2022-12-19
-1.0,       16238,2022-12-19
-1.0,       16238,2022-12-19
-12.0,       16244,2022-12-19
3.0,       16246,2022-12-19
10.0,       16248,2022-12-19
18.0,       16250,2022-12-19
-6.0,       16250,2022-12-19
9.0,       16250,2022-12-19
-1.0,       16261,2022-12-19
1.0,       16261,2022-12-19
1.0,       16261,2022-12-19
-0.4,         791,2022-12-26
0.2,         791,2022-12-26
0.2,         791,2022-12-26
0.15,         802,2022-12-26
-0.4,         802,2022-12-26
0.2,         802,2022-12-26
-0.4,         804,2022-12-26
0.2,         804,2022-12-26
-3.0,         825,2022-12-26
0.2,         831,2022-12-26
-0.2,         831,2022-12-26
-0.4,         831,2022-12-26
0.2,         831,2022-12-26
-0.1,         832,2022-12-26
0.2,         832,2022-12-26
0.2,         832,2022-12-26
-0.4,         832,2022-12-26
-0.4,         840,2022-12-26
0.2,         840,2022-12-26
0.1,         862,2022-12-26
-2.0,         873,2022-12-26
-2.0,         873,2022-12-26
2.0,         873,2022-12-26
-3.0,        1365,2022-12-26
-15.0,        1365,2022-12-26
8.0,        1365,2022-12-26
-1.0,        1431,2022-12-26
2.0,        1431,2022-12-26
-4.0,        1431,2022-12-26
10.0,        1521,2022-12-26
2.0,        1521,2022-12-26
10.0,        1579,2022-12-26
-10.0,        1612,2022-12-26
2.0,        1628,2022-12-26
1.0,        1675,2022-12-26
0.1,        1689,2022-12-26
-1.0,        1694,2022-12-26
-0.2,        1694,2022-12-26
-12.0,        1744,2022-12-26
-0.4,        1756,2022-12-26
0.2,        1756,2022-12-26
0.1,        1756,2022-12-26
-3.0,        1867,2022-12-26
-2.0,        1883,2022-12-26
3.0,        1883,2022-12-26
-1.0,        1932,2022-12-26
1.15,        1937,2022-12-26
-20.0,        1972,2022-12-26
6.0,        1972,2022-12-26
0.3,        2081,2022-12-26
-0.4,        2156,2022-12-26
0.2,        2156,2022-12-26
-0.4,        2157,2022-12-26
2.0,        2174,2022-12-26
-1.0,        2336,2022-12-26
-0.3,        2337,2022-12-26
-10.0,        2641,2022-12-26
1.0,        3593,2022-12-26
-1.0,        3593,2022-12-26
-1.0,        3593,2022-12-26
-3.0,        4578,2022-12-26
1.0,        5270,2022-12-26
2.0,        5432,2022-12-26
-1.0,        5432,2022-12-26
1.0,        5595,2022-12-26
-20.0,        5766,2022-12-26
2.0,        5766,2022-12-26
4.0,        5766,2022-12-26
6.0,        5766,2022-12-26
2.0,        5825,2022-12-26
1.0,        6357,2022-12-26
-3.0,        6357,2022-12-26
-0.1,        6478,2022-12-26
0.1,        7343,2022-12-26
-0.1,        8147,2022-12-26
5.0,        9547,2022-12-26
-0.1,        9578,2022-12-26
3.0,       10268,2022-12-26
-15.0,       10268,2022-12-26
4.0,       10317,2022-12-26
1.0,       10376,2022-12-26
4.0,       10378,2022-12-26
2.0,       10383,2022-12-26
4.0,       10383,2022-12-26
3.0,       10383,2022-12-26
3.0,       10393,2022-12-26
1.0,       10394,2022-12-26
-2.0,       10404,2022-12-26
-7.0,       10405,2022-12-26
2.0,       10405,2022-12-26
3.0,       10409,2022-12-26
-1.0,       10420,2022-12-26
-3.0,       10420,2022-12-26
3.0,       10433,2022-12-26
-3.0,       10439,2022-12-26
-10.0,       10439,2022-12-26
-5.0,       10443,2022-12-26
5.0,       10452,2022-12-26
-1.0,       10469,2022-12-26
1.0,       10481,2022-12-26
-1.0,       10485,2022-12-26
-1.0,       10498,2022-12-26
-1.0,       10498,2022-12-26
1.0,       10498,2022-12-26
-1.0,       10511,2022-12-26
-1.0,       10517,2022-12-26
2.0,       10530,2022-12-26
1.0,       10545,2022-12-26
-9.0,       10545,2022-12-26
-3.0,       10562,2022-12-26
-9.0,       10562,2022-12-26
1.0,       10562,2022-12-26
9.0,       10566,2022-12-26
1.0,       10566,2022-12-26
1.0,       10980,2022-12-26
-4.0,       11313,2022-12-26
9.0,       11313,2022-12-26
-1.0,       11313,2022-12-26
-1.0,       11336,2022-12-26
2.0,       11336,2022-12-26
1.0,       11528,2022-12-26
1.0,       11768,2022-12-26
-2.0,       11956,2022-12-26
-6.0,       11973,2022-12-26
6.0,       11973,2022-12-26
9.0,       11977,2022-12-26
9.0,       11977,2022-12-26
1.0,       12115,2022-12-26
0.2,       12247,2022-12-26
-0.4,       12247,2022-12-26
0.2,       12247,2022-12-26
0.1,       12249,2022-12-26
0.1,       12249,2022-12-26
-0.3,       12249,2022-12-26
-20.0,       12306,2022-12-26
10.0,       12306,2022-12-26
10.0,       12306,2022-12-26
5.0,       12306,2022-12-26
2.0,       12306,2022-12-26
1.0,       12340,2022-12-26
1.0,       12340,2022-12-26
1.0,       12340,2022-12-26
1.0,       12340,2022-12-26
1.0,       12340,2022-12-26
1.0,       12340,2022-12-26
2.0,       12365,2022-12-26
1.0,       12387,2022-12-26
1.0,       12387,2022-12-26
1.0,       12387,2022-12-26
1.0,       12387,2022-12-26
-3.0,       12408,2022-12-26
9.0,       12461,2022-12-26
-15.0,       12538,2022-12-26
10.0,       12539,2022-12-26
1.0,       12595,2022-12-26
198.0,       12638,2022-12-26
-40.0,       12638,2022-12-26
60.0,       12638,2022-12-26
0.18,       12888,2022-12-26
2.0,       13285,2022-12-26
-15.0,       13345,2022-12-26
3.0,       13345,2022-12-26
0.2,       13785,2022-12-26
-0.4,       13785,2022-12-26
0.05,       13796,2022-12-26
1.0,       13887,2022-12-26
1.0,       13887,2022-12-26
1.0,       13887,2022-12-26
1.0,       13887,2022-12-26
-4.0,       14126,2022-12-26
15.0,       14126,2022-12-26
1.0,       14440,2022-12-26
0.2,       14448,2022-12-26
-0.1,       14458,2022-12-26
-0.8,       14461,2022-12-26
0.2,       14520,2022-12-26
-0.4,       14520,2022-12-26
0.1,       14560,2022-12-26
0.7,       14560,2022-12-26
-0.3,       14560,2022-12-26
0.2,       14671,2022-12-26
-0.3,       14697,2022-12-26
0.2,       14697,2022-12-26
0.2,       14755,2022-12-26
-1.0,       14779,2022-12-26
0.25,       14784,2022-12-26
1.0,       14789,2022-12-26
0.15,       14995,2022-12-26
-0.05,       15028,2022-12-26
-0.18,       15161,2022-12-26
0.1,       15174,2022-12-26
1.0,       15183,2022-12-26
1.0,       15463,2022-12-26
-15.0,       15640,2022-12-26
4.0,       15943,2022-12-26
0.8,       15997,2022-12-26
-1.0,       16053,2022-12-26
-0.1,       16220,2022-12-26
-0.1,       16235,2022-12-26
-10.0,       16244,2022-12-26
-2.0,       16254,2022-12-26
11.0,         802,2023-01-02
-0.1,         804,2023-01-02
-8.0,         825,2023-01-02
-5.0,         827,2023-01-02
-0.2,         844,2023-01-02
-5.0,         844,2023-01-02
-2.0,         873,2023-01-02
0.5,        1226,2023-01-02
-10.0,        1365,2023-01-02
1.0,        1431,2023-01-02
-0.1,        1679,2023-01-02
-0.1,        1688,2023-01-02
-0.1,        1770,2023-01-02
-8.0,        1867,2023-01-02
16.0,        1868,2023-01-02
1.0,        1883,2023-01-02
-27.0,        1930,2023-01-02
-4.0,        1972,2023-01-02
-0.1,        2157,2023-01-02
-0.1,        2337,2023-01-02
1.0,        3593,2023-01-02
-1.0,        3593,2023-01-02
-1.0,        4210,2023-01-02
-4.0,        5766,2023-01-02
0.1,        7133,2023-01-02
0.15,        8760,2023-01-02
-2.0,       10234,2023-01-02
-2.0,       10266,2023-01-02
-1.0,       10409,2023-01-02
-1.0,       10420,2023-01-02
-1.0,       10429,2023-01-02
-1.0,       10443,2023-01-02
-1.0,       10498,2023-01-02
-1.0,       10499,2023-01-02
-3.0,       10521,2023-01-02
-1.0,       10562,2023-01-02
2.0,       10741,2023-01-02
-1.0,       10743,2023-01-02
3.0,       11313,2023-01-02
-1.0,       11894,2023-01-02
-3.0,       11937,2023-01-02
1.0,       11956,2023-01-02
-1.0,       11973,2023-01-02
-0.1,       12247,2023-01-02
-7.0,       12306,2023-01-02
1.0,       12340,2023-01-02
1.0,       12340,2023-01-02
-1.0,       12355,2023-01-02
-1.0,       12387,2023-01-02
1.0,       12387,2023-01-02
4.0,       12471,2023-01-02
2.0,       12504,2023-01-02
2.0,       12538,2023-01-02
4.0,       12746,2023-01-02
-0.1,       13785,2023-01-02
-0.1,       13796,2023-01-02
-0.1,       13937,2023-01-02
0.15,       14005,2023-01-02
0.2,       14448,2023-01-02
0.2,       14458,2023-01-02
-0.4,       14479,2023-01-02
-0.1,       14560,2023-01-02
-0.1,       14697,2023-01-02
0.2,       14778,2023-01-02
-0.5,       14941,2023-01-02
-0.1,       15124,2023-01-02
0.2,       15174,2023-01-02
0.15,       15182,2023-01-02
-0.25,       15287,2023-01-02
-0.25,       16219,2023-01-02
0.7,         802,2023-01-09
0.7,         826,2023-01-09
10.0,        1536,2023-01-09
1.0,        1675,2023-01-09
-0.5,        1688,2023-01-09
-0.5,        1694,2023-01-09
-0.5,        1707,2023-01-09
11.0,        1744,2023-01-09
1.0,        1976,2023-01-09
0.3,        1986,2023-01-09
-0.5,        2337,2023-01-09
1.0,       10376,2023-01-09
3.0,       10409,2023-01-09
4.0,       10423,2023-01-09
1.0,       10499,2023-01-09
1.0,       10724,2023-01-09
1.0,       12124,2023-01-09
1.0,       12337,2023-01-09
-0.5,       14560,2023-01-09
-0.5,       14650,2023-01-09
10.0,          87,2023-01-16
-50.0,          87,2023-01-16
10.0,         326,2023-01-16
-2.0,         326,2023-01-16
10.0,         332,2023-01-16
-50.0,         332,2023-01-16
-30.0,         745,2023-01-16
0.46,         791,2023-01-16
0.6,         807,2023-01-16
-3.35,         831,2023-01-16
-3.35,         832,2023-01-16
-0.6,         862,2023-01-16
5.0,         873,2023-01-16
-2.0,         873,2023-01-16
6.0,         873,2023-01-16
-15.0,        1365,2023-01-16
40.0,        1365,2023-01-16
-12.0,        1365,2023-01-16
-3.0,        1431,2023-01-16
-0.2,        1689,2023-01-16
-0.2,        1694,2023-01-16
20.0,        1744,2023-01-16
-10.0,        1833,2023-01-16
-15.0,        1833,2023-01-16
-1.0,        1865,2023-01-16
-2.0,        1883,2023-01-16
-1.0,        1922,2023-01-16
0.46,        1937,2023-01-16
100.0,        1972,2023-01-16
180.0,        1972,2023-01-16
0.46,        2157,2023-01-16
1.3,        2227,2023-01-16
1.0,        2336,2023-01-16
-0.3,        2337,2023-01-16
-1.0,        2537,2023-01-16
-1.0,        3593,2023-01-16
-20.0,        3969,2023-01-16
-0.6,        4949,2023-01-16
1.0,        4974,2023-01-16
-20.0,        5766,2023-01-16
-15.0,        5951,2023-01-16
2.0,        6001,2023-01-16
-25.0,        6142,2023-01-16
-1.0,        6357,2023-01-16
1.0,        6357,2023-01-16
10.0,        6643,2023-01-16
-2.0,        6643,2023-01-16
-1.0,       10168,2023-01-16
90.0,       10266,2023-01-16
-10.0,       10268,2023-01-16
-90.0,       10268,2023-01-16
80.0,       10268,2023-01-16
-220.0,       10317,2023-01-16
180.0,       10317,2023-01-16
-2.0,       10317,2023-01-16
17.0,       10376,2023-01-16
18.0,       10389,2023-01-16
-1.0,       10405,2023-01-16
-3.0,       10405,2023-01-16
-1.0,       10408,2023-01-16
-2.0,       10409,2023-01-16
9.0,       10409,2023-01-16
4.0,       10409,2023-01-16
-1.0,       10409,2023-01-16
2.0,       10420,2023-01-16
2.0,       10429,2023-01-16
-1.0,       10443,2023-01-16
1.0,       10467,2023-01-16
-5.0,       10469,2023-01-16
-2.0,       10469,2023-01-16
-1.0,       10490,2023-01-16
-1.0,       10498,2023-01-16
-1.0,       10513,2023-01-16
1.0,       10517,2023-01-16
-5.0,       10517,2023-01-16
-2.0,       10517,2023-01-16
-5.0,       10521,2023-01-16
-2.0,       10521,2023-01-16
-1.0,       10526,2023-01-16
1.0,       10544,2023-01-16
-1.0,       10566,2023-01-16
-30.0,       11301,2023-01-16
20.0,       11313,2023-01-16
-3.0,       11313,2023-01-16
-30.0,       11317,2023-01-16
-100.0,       11317,2023-01-16
130.0,       11317,2023-01-16
-1.0,       11336,2023-01-16
-300.0,       11399,2023-01-16
0.46,       11662,2023-01-16
-2.0,       11894,2023-01-16
-2.0,       11956,2023-01-16
2.0,       11956,2023-01-16
-1.0,       11959,2023-01-16
-1.0,       11973,2023-01-16
1.0,       12113,2023-01-16
-1.0,       12125,2023-01-16
1.0,       12145,2023-01-16
1.0,       12218,2023-01-16
-0.3,       12246,2023-01-16
4.0,       12271,2023-01-16
10.0,       12306,2023-01-16
-10.0,       12306,2023-01-16
-20.0,       12308,2023-01-16
1.0,       12340,2023-01-16
1.0,       12340,2023-01-16
1.0,       12340,2023-01-16
1.0,       12340,2023-01-16
1.0,       12340,2023-01-16
1.0,       12340,2023-01-16
-7.0,       12365,2023-01-16
-30.0,       12365,2023-01-16
-0.15,       12380,2023-01-16
1.0,       12387,2023-01-16
-2.0,       12394,2023-01-16
-30.0,       12413,2023-01-16
-90.0,       12539,2023-01-16
90.0,       12539,2023-01-16
-100.0,       12626,2023-01-16
-10.0,       12825,2023-01-16
-90.0,       12825,2023-01-16
-3.0,       13285,2023-01-16
90.0,       13345,2023-01-16
-4.0,       13787,2023-01-16
-1.0,       13887,2023-01-16
15.0,       14083,2023-01-16
-0.3,       14560,2023-01-16
-0.2,       14650,2023-01-16
0.36,       14697,2023-01-16
0.9,       15028,2023-01-16
-200.0,       15180,2023-01-16
-30.0,       15180,2023-01-16
1.0,       15364,2023-01-16
1.0,       15365,2023-01-16
1.3,       15446,2023-01-16
-7.0,       15463,2023-01-16
5.0,       15463,2023-01-16
0.2,       15492,2023-01-16
0.2,       15495,2023-01-16
1.0,       15633,2023-01-16
-1.0,       16025,2023-01-16
12.0,       16034,2023-01-16
-10.0,       16239,2023-01-16
-4.0,       16239,2023-01-16
200.0,          87,2023-01-23
-0.5,         273,2023-01-23
1.0,         326,2023-01-23
200.0,         332,2023-01-23
0.05,         791,2023-01-23
0.6,         801,2023-01-23
